"دربایست",لازم,,,
"دربایستن",لازم بودن,,,
"درچیده",مرتب,,,
"درخورد",متناسب,,,
"دررفت",خرج,,در برابر درآمد,
"درزمان",فورا,,,
"دریافتن",درک کردن,,,
"دریغ",مضایغه,,برخی جاها به معنی افسوس به‌کار رفته,
"دریغیدن",مضایقه کردن,,,
"دریوزه",گدایی,,,
"دز",قلعه,daz,,
"دژ",بدی که با درشتی توام باشد,dozh,بر وزن لژ. این پیشوند نخست دژ بوده که هنوز در دشمن، دشنام و دشوار بازمانده,
"دژآگاه",وحشی,,,
"دژآگاه",فرهنگ ندیده و دارای آگاهی‌های ناراست,,,
"دژخوی",دارای خوی‌های بد و ناتراشیده,,,
"دژخیم",دارای خیم‌های بد و وحشیانه,,,
"دژرفتار",دارای رفتار بد و وحشیانه,,,
"دستادست",نقد,,,
"دستاویز",مستمسک,,,
"دستاویز",بهانه,,,
"دست‌کم",حداقل,,,
"دسته",اند بسیار از مردم است که گرد آمده‌اند و یک خواست همگانی را دانبال می‌کنند,,,دسته‌ای گرد آمده از دولت گله‌مند بودند
"دست یازیدن",,,,
"دستینه",امضا,,,
"دستینه",توقیع,,,
"دستینه نهادن",امضا کردن,,,
"دشنام",فحش,,,
"دشنام",سخن ناسزا,,,
"دشوار",مشکل,,,
"دغل‌کار",متقلب,,,
"دلبسته",علاقه‌مند,,,
"دوسخنی",اختلاف نظر,,,
"دهبان",نگهدازنده دیه,,,
"دهبان",کدخدا,,,
"دهه",دوره ده ساله,duhee,,
"دیگر کردن",تغییر دادن,,,
"دیگر شدن",تغییر یافتن,,,
"دیه",ده,dih,ده سبک شده دیه است,
"دیه",روستا,dih,ده سبک شده دیه است,
